Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
25031468,Il curato d'Ars,François Trochu,"Trochu, François",A. Rossi,"=""8821169693""","=""9788821169694""",5,4.45,Marietti,Paperback,0,,1928,2015/03/30,2015/02/27,,,read,,,,1,0
29083884,"San Tommaso d'Aquino - Biografia documentata di un uomo buono, intelligente, veramente grande",Raimondo Spiazzi,"Spiazzi, Raimondo",,"=""""","=""""",4,4.00,,Unknown Binding,,1995,,2016/03/10,2016/02/12,,,read,,,,1,0
29350387,"Santa Caterina de' Ricci, una maestra di vita per la donna d'oggi",Gabriella Anodal,"Anodal, Gabriella",,"=""""","=""""",5,5.00,ESD,Unknown Binding,,1995,,2016/03/06,2016/02/27,,,read,,,,1,0
29350366,San Ludovico Bertràn,Reginaldo Francisco,"Francisco, Reginaldo",,"=""""","=""""",3,3.00,ESD,Unknown Binding,,2003,,2016/02/29,2016/02/27,,,read,,,,1,0
21401248,Lourdes. Cronaca di un mistero,René Laurentin,"Laurentin, René",,"=""880449980X""","=""9788804499800""",5,4.29,Mondadori,Paperback,300,1998,1996,2016/03/01,2016/03/19,,,read,,,,1,0
29499266,Fateci uscire da qui!,Nicholas M. Eltz,"Eltz, Nicholas M.","Maria Simma, A. Parish Pedeferri","=""8872822300""","=""9788872822302""",5,4.44,Edizioni Segno,Paperback,0,1997,,2016/03/13,2016/03/13,,,read,,,,1,0
10432365,"Ipotesi su Maria: Fatti, indizi, enigmi",Vittorio Messori,"Messori, Vittorio",,"=""8881553384""","=""9788881553389""",5,4.23,Edizioni Ares,Paperback,543,2005,2005,2016/03/12,2016/02/12,,,read,,,,1,0
29083902,Il mistero del male,Roberto de Mattei,"Mattei, Roberto de",,"=""""","=""""",5,5.00,Fede & Cultura,Paperback,,2011,,,2016/02/12,,,read,,,,1,0
29083896,L' ave Maria,René Laurentin,"Laurentin, René",,"=""8839914870""","=""9788839914873""",5,5.00,Queriniana,Paperback,0,1990,,2016/01/01,2016/02/12,,,read,,,,1,0
28953605,"Memoria del limite, La condizione umana nella società postmortale",Luciano Manicardi,"Manicardi, Luciano",,"=""8834320123""","=""9788834320129""",3,3.00,Vita e Pensiero,Paperback,0,2011,,,2016/02/07,,,read,,,,1,0
612143,Heretics,G.K. Chesterton,"Chesterton, G.K.",,"=""0486449149""","=""9780486449142""",4,4.17,Dover,Paperback,176,2006,1905,2016/01/30,2016/01/16,,,read,,,,1,0
15766801,"Maria, donna dei nostri giorni",Tonino Bello,"Bello, Tonino",,"=""8821532593""","=""9788821532597""",1,4.26,San Paolo,Paperback,128,1996,,2016/01/23,2016/01/23,,,read,,,,1,0
28243511,"Una religione tutta larga, la costituzione fondamentale dell'Ordine domenicano",Alfonso D'Amato,"D'Amato, Alfonso",,"=""""","=""""",5,5.00,Tipoarte,Unknown Binding,,2001,,2015/12/25,2015/12/19,,,read,,,,1,0
28000814,"La vita consacrata, Teologia e spiritualità",Reginaldo Bernini,"Bernini, Reginaldo",,"=""8870948552""","=""9788870948554""",5,5.00,ESD,Paperback,0,2014,,2015/12/13,2015/11/27,,,read,,,,1,0
26217169,Nostalgia di Dio,Silvano dell'Athos,"dell'Athos, Silvano",,"=""8882273504""","=""9788882273507""",5,5.00,Edizioni Qiqajon,Paperback,336,2011,2011,2015/11/27,2015/09/02,,,read,,,,1,0
27404113,L’inganno delle illusioni I sette vizi capitali tra spiritualità e psicologia,Paolo Scquizzato,"Scquizzato, Paolo",,"=""8874026501""","=""9788874026500""",4,4.00,Effataà Editrice,Paperback,304,2010,2010,2015/11/06,2015/11/01,,,read,,,,1,0
27403940,Quando ridono i cherubini: Meditazioni sulla vita della Chiesa,Giacomo Biffi,"Biffi, Giacomo",,"=""8870946002""","=""9788870946000""",5,5.00,ESD,Paperback,144,2006,,2015/11/06,2015/11/01,,,read,,,,1,0
9717605,La Baronessa di Carini,Luigi Natoli,"Natoli, Luigi",,"=""8878044091""","=""9788878044098""",3,3.45,Flaccovio,Paperback,80,2006,2006,2015/10/30,2015/10/18,,,read,,,,1,0
27398047,Il dialogo: Riflessione teologica,Giacomo Biffi,"Biffi, Giacomo",,"=""8838445672""","=""9788838445675""",5,5.00,Piemme,Paperback,40,1999,1999,,2015/10/30,,,read,,,,1,0
26217221,Dall'eucarestia alla trinità. Meditazioni sull'Eucarestia,Marie-Vincent Bernadot op,"op, Marie-Vincent Bernadot",,"=""8870945448""","=""9788870945447""",3,3.50,ESD,Paperback,0,2004,2004,2015/10/24,2015/09/02,,,read,,,,1,0
25001828,La via del ritorno,Divo Barsotti,"Barsotti, Divo",,"=""8821568741""","=""9788821568749""",5,5.00,San Paolo Edizioni,Paperback,0,2010,2010,2015/10/16,2015/02/23,,,read,,,,1,0
9720163,"La guerra dei nani (La Saga dei Nani, #2)",Markus Heitz,"Heitz, Markus",Dario Leccacorvi,"=""8842914959""","=""9788842914952""",1,4.10,Nord,Hardcover,586,2007,2004,2015/10/03,2015/02/27,,,read,,,,1,0
26223130,L'impegno del cristiano nel mondo,Hans Urs von Balthasar,"Balthasar, Hans Urs von",Luigi Giussani,"=""""","=""""",5,4.67,Jaca Book,Unknown Binding,,1983,1983,2015/10/03,2015/09/03,,,read,,,,1,0
26819124,Trattato di Mariologia,p. Roberto Coggi op,"op, p. Roberto Coggi",,"=""""","=""""",4,4.00,ESD,Unknown Binding,,2011,2011,2015/10/03,2015/09/26,,,read,,,,1,0
26819107,Il Messaggio di Fatima,Angelo Bramini,"Bramini, Angelo",,"=""""","=""""",3,3.00,Ancora,Unknown Binding,,1959,1959,,2015/09/26,,,read,,,,1,0
26819094,La leggenda di san Domenico: Profilo spirituale del santo dal leggendario liturgico,Angelico Iszak,"Iszak, Angelico",,"=""""","=""""",4,4.00,Gribaudi ,Unknown Binding,232,1982,1982,,2015/09/26,,,read,,,,1,0
26819081,"San Domenico, il santo e la sua opera, le preghiere",p. Vincenzo Benetello op,"op, p. Vincenzo Benetello",sr. Andreina Omede op,"=""""","=""""",2,2.00,ESD,Unknown Binding,,1989,1989,,2015/09/26,,,read,,,,1,0
26819069,Domenico di Guzman : l'uomo il santo l'eredità,Alfonso D'Amato,"D'Amato, Alfonso",,"=""""","=""""",4,4.00,Luigi Parma,Unknown Binding,,,1992,,2015/09/26,,,read,,,,1,0
26217181,Gesù,Yoshikazu Yasuhiko,"Yasuhiko, Yoshikazu",,"=""8889973048""","=""9788889973042""",1,2.67,Yamato,Perfect Paperback,0,2006,2006,,2015/09/02,,,read,,,,1,0
11061064,The Silmarillion,J.R.R. Tolkien,"Tolkien, J.R.R.",Christopher Tolkien,"=""""","=""""",5,4.03,HarperCollins,Kindle Edition,481,2011,1977,2015/08/23,2015/08/07,,,read,,,,1,0
26049212,Il Vangelo secondo Harry Potter,Neal Connie,"Connie, Neal",,"=""8871527275""","=""9788871527277""",1,1.67,Gribaudi ,Paperback,,2003,2003,2015/08/06,2015/08/05,,,read,,,,1,0
17470674,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""0007491565""","=""9780007491568""",5,3.97,Harper Voyager,Hardcover,227,2013,1953,2015/08/05,2015/07/01,,,read,,,,1,0
171314,"Il rosario, salterio della Vergine (Teologia e spiritualità mariana) (Italian Edition)",Riccardo Barile,"Barile, Riccardo",,"=""8810807537""","=""9788810807538""",0,0.0,Edizioni dehoniane,Paperback,,,,2015/07/19,2015/05/13,,,read,,,,1,0
26010538,Natuzza Evolo e le anime del purgatorio,Marcello Stanzione,"Stanzione, Marcello",,"=""8861382150""","=""9788861382152""",3,3.33,Edizioni Segno,Mass Market Paperback,191,2010,,2015/07/30,2015/07/30,,,read,,,,1,0
23148688,Visioni e profezie di Caterina Emmerick. Il fiore azzurro della fede,Vincenzo Noja,"Noja, Vincenzo",,"=""8861382274""","=""9788861382275""",5,3.75,Edizioni Segno,Paperback,0,,,,2015/07/30,,,read,,,,1,0
9758553,I Beati Paoli,Luigi Natoli,"Natoli, Luigi","Umberto Eco, Rosario La Duca","=""8878042358""","=""9788878042353""",5,4.24,Flaccovio,Paperback,860,2003,1909,2007/01/01,2015/07/22,,,read,,,,1,0
25940103,ABC per conoscere l'Antico Testamento,Germano Galvagno,"Galvagno, Germano",,"=""8821566331""","=""9788821566332""",4,4.00,San Paolo Edizioni,Paperback,0,,,2015/07/22,2015/07/19,,,read,,,,1,0
25878153,Gender. L'anello mancante?,Giorgio Maria Carbone,"Carbone, Giorgio Maria",,"=""8870948862""","=""9788870948868""",5,5.00,ESD,Paperback,152,2015,2015,2015/07/10,2015/07/09,,,read,,,,1,0
18191838,Diario. La misericordia divina nella mia anima,Maria Faustyna Kowalska,"Kowalska, Maria Faustyna",,"=""""","=""""",5,4.60,Libreria Editrice Vaticana,Hardcover,984,2007,1981,2015/06/11,2015/02/27,,,read,,,,1,0
25520200,Massimiliano Kolbe numero 16670,Gino Lubich,"Lubich, Gino",,"=""""","=""""",5,5.00,Città Nuova,Unknown Binding,,,,2015/05/13,2015/05/11,,,read,,,,1,0
25509391,L´EMBRIONE UMANO: QUALCOSA O QUALCUNO?,Giorgio Maria Carbone,"Carbone, Giorgio Maria",,"=""8870948560""","=""9788870948561""",4,4.00,ESD-Edizioni Studio Domenicano,Paperback,0,2014,2014,2015/05/11,2015/05/09,,,read,,,,1,0
25509385,PILLOLE CHE UCCIDONO,Renzo Puccetti,"Puccetti, Renzo","Giorgio Maria Carbone, Vittorio Baldini","=""8870948293""","=""9788870948295""",4,4.00,ESD,Paperback,0,2012,2012,2015/05/06,2015/05/09,,,read,,,,1,0
25351973,"Giovanni Cassiano, conference ai monaci 1",John Cassian,"Cassian, John",Giovanni Cassiano,"=""""","=""""",5,4.50,Città Nuova,Unknown Binding,,2000,2000,2015/04/29,2015/04/13,,,read,,,,1,0
25407271,"San Domenico, la passione dell'annuncio",Jean-René Bouchet,"Bouchet, Jean-René",,"=""883115348X""","=""9788831153485""",3,3.00,Città Nuova,Paperback,0,,,2015/04/29,2015/04/22,,,read,,,,1,0
24280731,L'Imitazione di Cristo (L'educazione interiore Vol. 23) (Italian Edition),Thomas a Kempis,"Kempis, Thomas a",Tommaso da Kempis,"=""8898473451""","=""9788898473458""",5,4.23,KKIEN Publ. Int.,Kindle Edition,167,2014,1427,,2015/02/23,,,read,,,,1,0
10191435,Il signore di Troia,David Gemmell,"Gemmell, David",Luciana Crepax,"=""8838486913""","=""9788838486913""",4,4.34,Piemme,Hardcover,479,2006,2005,,2015/02/27,,,read,,,,1,0
11840783,Giovanni Paolo II: La biografia,Andrea Riccardi,"Riccardi, Andrea",,"=""882156889X""","=""9788821568893""",4,3.93,San Paolo Edizioni,Hardcover,562,2011,2011,,2015/02/27,,,read,,,,1,0
9687580,Viaggio al centro della Terra,Jules Verne,"Verne, Jules","Édouard Riou, Maria Gallone","=""8817127930""","=""9788817127936""",4,3.85,Rizzoli,Paperback,304,2002,1864,,2015/02/27,,,read,,,,1,0
18111690,Ventimila leghe sotto i mari,Jules Verne,"Verne, Jules",Maria Grazia Schiuzzi,"=""8817002445""","=""9788817002448""",3,3.89,Rizzoli,Paperback,440,2004,1869,,2015/02/27,,,read,,,,1,0
7023168,Le Fiabe di Beda il Bardo,J.K. Rowling,"Rowling, J.K.",Luigi Spagnol,"=""8862560362""","=""9788862560368""",3,4.03,Salani,Hardcover,128,2008,2008,,2015/02/27,,,read,,,,1,0
10320858,La storia infinita,Michael Ende,"Ende, Michael",,"=""8850212461""","=""9788850212460""",5,4.18,TEA,Hardcover,436,2007,1979,,2015/02/27,,,read,,,,1,0
6751761,Cronache del mondo emerso: La trilogia completa,Licia Troisi,"Troisi, Licia",,"=""8804561130""","=""9788804561132""",3,4.20,Arnoldo Mondadori,Paperback,1291,2006,2006,,2015/02/27,,,read,,,,1,0
25031557,Non praevalebunt. Manuale di resistenza cristiana,Livio Fanzaga,"Fanzaga, Livio",,"=""8871985338""","=""9788871985336""",3,3.00,SugarCo Edizioni,Paperback,224,2007,,,2015/02/27,,,read,,,,1,0
25031534,"Perché la Chiesa ha ragione. Su vita, famiglia, educazione, Aids, demografia, sviluppo",Riccardo Cascioli,"Cascioli, Riccardo",Luigi Negri,"=""8871808827""","=""9788871808826""",3,3.00,Lindau,Paperback,0,,,,2015/02/27,,,read,,,,1,0
10083239,Il libro dei cinque anelli,Miyamoto Musashi,"Musashi, Miyamoto",Leonardo Vittorio Arena,"=""8817129291""","=""9788817129299""",4,3.95,Rizzoli,Paperback,108,2013,1645,,2015/02/27,,,read,,,,1,0
17225878,Gli occhi di Maria,Vittorio Messori,"Messori, Vittorio",Rino Cammilleri,"=""8817106666""","=""9788817106665""",5,3.50,BUR Biblioteca Univ. Rizzoli,Paperback,315,2003,2003,,2015/02/27,,,read,,,,1,0
15719747,Ciò che disse Cristo a Santa Brigida. Le Rivelazioni. (Antologia),Santa Brigida di Svezia,"Svezia, Santa Brigida di",,"=""8821547183""","=""9788821547188""",5,5.00,Edizioni San Paolo,Paperback,221,2011,1628,,2015/02/27,,,read,,,,1,0
9666695,"La bussola d'oro (Queste oscure materie, #1)",Philip Pullman,"Pullman, Philip","Marina Astrologo, Alfredo Tutino","=""8884518598""","=""9788884518590""",3,4.03,Salani,Hardcover,354,2007,1995,,2015/02/27,,,read,,,,1,0
12601075,L'ora di Satana: L'attacco del Male al mondo contemporaneo,Livio Fanzaga,"Fanzaga, Livio",Diego Manetti,"=""885660194X""","=""9788856601947""",3,3.82,Piemme,Paperback,249,2009,2009,,2015/02/27,,,read,,,,1,0
3304459,"Harry Potter e i Doni della Morte (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",Beatrice Masini,"=""8884518784""","=""9788884518781""",5,4.62,Salani ,Hardcover,701,2008,2007,,2015/02/27,,,read,,,,1,0
22461127,Harry Potter e l'ordine della fenice,J.K. Rowling,"Rowling, J.K.","Stefano Bartezzaghi, Beatrice Masini, Valentina Daniele, Angela Ragusa","=""8867158163""","=""9788867158164""",5,4.50,Salani,Hardcover,853,2014,2003,,2015/02/27,,,read,,,,1,0
22456756,Harry Potter e il prigioniero di Azkaban,J.K. Rowling,"Rowling, J.K.",,"=""8867158147""","=""9788867158140""",5,4.58,Salani,Hardcover,392,2014,1999,,2015/02/27,,,read,,,,1,0
22052757,"Harry Potter e la Camera dei Segreti (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.","Stefano Bartezzaghi, Marina Astrologo","=""8867155962""","=""9788867155965""",5,4.43,Salani,Hardcover,336,2013,1998,,2015/02/27,,,read,,,,1,0
25031431,I doni dello Spirito Santo,Livio Fanzaga,"Fanzaga, Livio",,"=""8871984560""","=""9788871984568""",2,3.00,SugarCo,Paperback,0,2002,2002,,2015/02/27,,,read,,,,1,0
23005295,Discernimento spirituale,Padre Livio Fanzaga,"Fanzaga, Padre Livio",,"=""8871984714""","=""9788871984711""",3,3.67,SugarCo ,Paperback,0,2003,2003,,2015/02/27,,,read,,,,1,0
25031424,Simboli e segni cristiani (Vivere la liturgia),Remo Lupi,"Lupi, Remo",,"=""8831532995""","=""9788831532990""",3,3.50,Paoline Edizione,Paperback,,,,,2015/02/27,,,read,,,,1,0
16009874,Jurassic Park,Michael Crichton,"Crichton, Michael","Maria Teresa Marenco, Andrea Pagnes","=""8811678692""","=""9788811678694""",4,4.12,Garzanti,Paperback,477,2006,1990,,2015/02/27,,,read,,,,1,0
10174892,Il martello e la croce,Harry Harrison,"Harrison, Harry","John Holm, Alessandro Zabini","=""8850203896""","=""9788850203895""",5,4.13,TEA,Paperback,444,2003,1995,,2015/02/27,,,read,,,,1,0
9975818,Gli Dei di Asgard,Harry Harrison,"Harrison, Harry","John Holm, Alessandro Zabini","=""8850202938""","=""9788850202935""",5,4.03,TEA,Paperback,418,2003,1993,,2015/02/27,,,read,,,,1,0
10187056,Il Re e l'Impero,Harry Harrison,"Harrison, Harry",John Holm,"=""8850204523""","=""9788850204526""",4,4.03,Tea,Paperback,468,2003,1996,,2015/02/27,,,read,,,,1,0
8737819,Il ritratto di Dorian Gray,Oscar Wilde,"Wilde, Oscar","Benedetta Bini, Aldo Busi","=""8807820110""","=""9788807820113""",5,4.13,Feltrinelli,Paperback,264,2002,1890,,2015/02/27,,,read,,,,1,0
25031352,Dov'è il tuo Dio? Storie di conversioni nel XX secolo,Angelo Comastri,"Comastri, Angelo",,"=""882154978X""","=""9788821549786""",3,3.50,San Paolo,Paperback,143,2003,,,2015/02/27,,,read,,,,1,0
25031341,"Padre Pio, mio padre",Pierino Galeone,"Galeone, Pierino",,"=""8821555267""","=""9788821555268""",3,4.22,San Paolo Editore,Hardcover,,,,,2015/02/27,,,read,,,,1,0
25031327,Santa Brigida di Svezia. Donna di comunione,San Paolo Editore,"Editore, San Paolo",,"=""8821594033""","=""9788821594038""",2,3.67,San Paolo Editore,Paperback,,,,,2015/02/27,,,read,,,,1,0
17571449,"Natuzza Evolo, il miracolo di una vita",Luciano Regolo,"Regolo, Luciano",,"=""8804614757""","=""9788804614753""",4,4.60,Mondadori ,Paperback,452,2012,2012,,2015/02/25,,,read,,,,1,0
25015695,San Martín de Porres. Il primo santo dei negri d'America,Francisco Reginaldo,"Reginaldo, Francisco",,"=""8870941477""","=""9788870941470""",1,1.00,ESD,Paperback,0,,,,2015/02/25,,,read,,,,1,0
25001814,Il credo volume 2,Massimo Astrua,"Astrua, Massimo",,"=""8884241219""","=""9788884241214""",5,5.00,Mimep-Docete,Paperback,0,2007,2007,,2015/02/23,,,read,,,,1,0
25001777,Il credo volume 1,Massimo Astrua,"Astrua, Massimo",,"=""""","=""""",5,5.00,Mimep-Docete,Unknown Binding,,2007,2007,,2015/02/23,,,read,,,,1,0
22521850,Contro Satana. La mia lotta per vincere le potenze delle tenebre,Padre Matteo La Grua,"Grua, Padre Matteo La",,"=""""","=""""",5,5.00,EDIZIONI PIEMME,Kindle Edition,223,2013,2013,2014/10/27,2014/06/17,,,read,,,,1,0
