Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
18945852,Le confessioni,Augustine of Hippo,"Hippo, Augustine of",Carlo Vitali,"=""8858629779""","=""""",5,3.99,BUR,Kindle Edition,405,2012,400,,2014/05/15,"classici, religione, storia","classici (#2), religione (#3), storia (#2)",read,,,,1,0
19270091,I conti con la storia: Per capire il nostro tempo,Paolo Mieli,"Mieli, Paolo",,"=""885866261X""","=""9788858662618""",5,3.58,Rizzoli,Kindle Edition,422,2013,2013,,2014/05/15,storia,storia (#1),read,,,,1,0
9707839,I Figli di Húrin,J.R.R. Tolkien,"Tolkien, J.R.R.","Christopher Tolkien, Alan  Lee, Caterina Ciuferri","=""8845259978""","=""9788845259975""",4,4.05,Bompiani,Hardcover,325,2007,2007,,2014/05/15,fantasy,fantasy (#5),read,,,,1,0
9661681,Il Signore degli Anelli,J.R.R. Tolkien,"Tolkien, J.R.R.",Alan  Lee,"=""8845292614""","=""9788845292613""",5,4.54,Bompiani,Hardcover,1249,2003,1954,,2014/05/15,fantasy,fantasy (#4),read,,,,1,0
3413119,Parola di Giobbe,Giobbe Covatta,"Covatta, Giobbe",Stefano Disegni,"=""8877824921""","=""9788877824929""",5,3.64,Salani,Hardcover,144,1991,1991,,2014/05/15,"ironico, religione","ironico (#1), religione (#2)",read,,,,1,0
9661209,Racconti perduti,J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""8845290085""","=""9788845290084""",4,3.90,Bompiani,Paperback,436,2003,1984,,2014/05/15,fantasy,fantasy (#3),read,,,,1,0
18895827,Il Padrone del mondo,Robert Hugh Benson,"Benson, Robert Hugh",,"=""8864091009""","=""9788864091006""",5,4.09,Fede & Cultura,Paperback,360,2011,1907,,2014/05/15,"fantasy, religione","fantasy (#2), religione (#1)",read,,,,1,0
9547281,Ma gli androidi sognano pecore elettriche?,Philip K. Dick,"Dick, Philip K.","Riccardo Duranti, Carlo Pagetti, Gabriele Frasca","=""8834716078""","=""9788834716076""",5,4.09,Fanucci ,Hardcover,272,2010,1968,,2014/05/15,fantascienza,fantascienza (#1),read,,,,1,0
9721289,Eneide,Virgil,"Virgil, Virgil",,"=""8804342854""","=""9788804342854""",4,3.87,Mondadori,Paperback,765,2001,-19,,2014/05/15,"avventura, classici","avventura (#2), classici (#1)",read,,,,1,0
9694090,I pilastri della terra,Ken Follett,"Follett, Ken",Roberta Rambelli,"=""8804572264""","=""9788804572268""",3,4.35,A. Mondadori,Paperback,1031,1996,1989,,2014/05/15,"avventura, fantasy","avventura (#1), fantasy (#1)",read,,,,1,0
18049830,The Complete Stories,Flannery O'Connor,"O'Connor, Flannery",,"=""""","=""""",3,4.39,"Farrar, Straus and Giroux",Kindle Edition,579,2012,1971,,2017/07/16,stopped,stopped (#4),stopped,,,,0,0
18790686,Stray Dog of Anime: The Films of Mamoru Oshii,Brian Ruh,"Ruh, Brian",,"=""1137355670""","=""9781137355676""",3,3.39,Palgrave Macmillan,Paperback,331,2014,2004,,2017/10/27,,,read,,,,1,0
8956292,Quell'orribile forza,C.S. Lewis,"Lewis, C.S.",Germana Cantoni De Rossi,"=""8845914348""","=""9788845914348""",0,3.93,Adelphi,Paperback,506,1999,1945,,2018/12/28,to-read,to-read (#15),to-read,,,,0,0
43302822,"Esposizione del Vangelo secondo Luca, Vol. 1",Ambrogio (sant'),"(sant'), Ambrogio",,"=""883119156X""","=""9788831191562""",0,0.0,Città Nuova,Paperback,0,1978,,,2018/12/21,to-read,to-read (#14),to-read,,,,0,0
43302665,Commento a Giobbe,Giovanni Crisostono (san),"(san), Giovanni Crisostono",L. Coco,"=""8831182560""","=""9788831182560""",0,0.0,Città Nuova,Paperback,0,2018,,,2018/12/20,to-read,to-read (#13),to-read,,,,0,0
43302659,Discorsi sul povero Lazzaro,Giovanni Crisostono (san),"(san), Giovanni Crisostono",M. Signifredi,"=""8831182056""","=""9788831182058""",0,0.0,Città Nuova,Paperback,0,2009,,,2018/12/20,to-read,to-read (#12),to-read,,,,0,0
37532598,"Omelia sul Natale: Introduzione, traduzione e note di Lucio Coco (Italian Edition)",Giovanni Crisostomo,"Crisostomo, Giovanni",,"=""8810964055""","=""9788810964057""",0,0.0,EDB - Edizioni Dehoniane Bologna,Kindle Edition,25,2017,,,2018/12/20,to-read,to-read (#11),to-read,,,,0,0
31213908,Omelia XX sulla lettera agli Efesini (I doni della Chiesa),John Chrysostom,"Chrysostom, John",,"=""""","=""""",0,0.0,Le Vie della Cristianità,Kindle Edition,29,2016,,,2018/12/20,to-read,to-read (#9),to-read,,,,0,0
43302600,"Vanità, educazione dei figli, matrimonio",Giovanni Crisostono (san),"(san), Giovanni Crisostono",A. Ceresa Gastaldo,"=""8831130072""","=""9788831130073""",0,3.00,Città Nuova,Paperback,0,1977,,,2018/12/20,to-read,to-read (#8),to-read,,,,0,0
43302560,Il prepotente e il povero. La vigna di Nabot,Ambrogio (sant'),"(sant'), Ambrogio",,"=""8821577252""","=""9788821577253""",0,5.00,San Paolo Edizioni,Paperback,0,2013,,,2018/12/20,to-read,to-read (#7),to-read,,,,0,0
37544521,Il bene della morte (Biblioteca dell'anima) (Italian Edition),Sant'Ambrogio di Milano,"Milano, Sant'Ambrogio di",E. Mainoldi,"=""8896720028""","=""9788896720028""",0,0.0,Il Leone Verde Edizioni,Kindle Edition,63,2010,,,2018/12/20,to-read,to-read (#6),to-read,,,,0,0
43302554,La luce nel cuore,Ambrogio (sant'),"(sant'), Ambrogio",,"=""885141100X""","=""9788851411008""",0,0.0,Ancora ,Paperback,0,2013,,,2018/12/20,to-read,to-read (#5),to-read,,,,0,0
21536699,Il formalismo nell'etica e l'etica materiale dei valori,Max Scheler,"Scheler, Max",,"=""8845273377""","=""9788845273377""",0,4.24,Bompiani,Hardcover,1416,2013,1973,,2018/12/14,to-read,to-read (#4),to-read,,,,0,0
25031511,Come pregare sempre,Raoul Plus,"Plus, Raoul",,"=""""","=""9788885237124""",3,4.36,,,,,2002,,2015/02/27,,,read,,,,1,0
42975783,Il rapporto mente-corpo nella filosofia e nella scienza,Gianfranco Basti,"Basti, Gianfranco",,"=""8870940918""","=""9788870940916""",0,0.0,ESD,Paperback,298,1992,,,2018/11/28,to-read,to-read (#3),to-read,,,è in pdf,0,0
42592925,"La ricerca della verità, dalla fenomenologia alla filosofia cristiana",Edith Stein,"Stein, Edith",,"=""8831100920""","=""""",0,5.00,Città Nuova,Paperback,,1993,,,2018/10/30,to-read,to-read (#2),to-read,,,E' in biblioteca a Bologna: B3332.S871993A,0,0
9778803,L'ultimo elfo,Silvana De Mari,"Mari, Silvana De",Gianni De Conno,"=""8884519519""","=""9788884519511""",5,4.03,Salani,Paperback,316,2004,2004,2018/09/28,2017/09/25,,,read,,,,1,0
26257798,"Pinocchio, Peppone, l'Anticristo: e altre divagazioni (Italian Edition)",Biffi Giacomo,"Giacomo, Biffi",,"=""8882726738""","=""9788882726737""",0,4.00,Edizioni Cantagalli,Kindle Edition,0,2015,2005,,2018/09/20,to-read,to-read (#1),to-read,,,da comprare,0,0
41833335,"Vita, virtù e miracoli della beata Emilia Bicchieri",Giuseppe Panialis,"Panialis, Giuseppe",,"=""""","=""""",1,1.00,,Hardcover,147,1770,,2018/09/15,2018/09/14,,,read,,,,1,0
36303071,Vita di S. Giovanni della croce,Crisogono di Gesù,"Gesù, Crisogono di",,"=""""","=""""",5,5.00,,Unknown Binding,,1984,,2018/09/14,2017/09/25,,,read,,true,,1,0
821056,Hinds' Feet on High Places,Hannah Hurnard,"Hurnard, Hannah",,"=""0842314296""","=""9780842314299""",3,4.34,Tyndale Momentum,Mass Market Paperback,320,1979,1955,2018/05/04,2017/09/27,,,read,È un libro interessante ma solamente per chi è all'inizio oppure per coloro a cui piacciono le storie facili da leggere. Secondo me è ottimo per i bimbi.<br/><br/>It is a good book but I think for guys or for those that likes stories easy to read where the subject is the religious prospect.,,,2,0
17852266,Medjugorje. In attesa del Segno,Livio Fanzaga,"Fanzaga, Livio",Saverio Gaeta,"=""8871985117""","=""9788871985114""",4,3.80,Sugarco Edizioni,Paperback,234,2006,2006,2015/05/01,2015/02/27,,,read,,,,1,0
19461156,Return to Order: From a Frenzied Economy to an Organic Christian Society,John Horvat,"Horvat, John",,"=""0988214822""","=""""",0,3.95,York Press,Kindle Edition,488,2013,2013,2016/04/01,2017/09/27,,,read,,,,1,0
31897297,Buddhismo: Pericolo sconosciuto,Mario Arturo Iannaccone,"Iannaccone, Mario Arturo",,"=""8897921132""","=""9788897921134""",5,5.00,Ancora Arti Grafiche,Paperback,,2016,,2015/01/01,2016/09/07,,,read,,,,1,0
31839905,"Lutero, il ""riformatore"" eretico",Claudio Crescimanno,"Crescimanno, Claudio",Nicolò Tarquini,"=""8897921159""","=""9788897921158""",4,4.00,ANCORA Arti Grafiche,Paperback,,2016,,2018/03/27,2016/09/05,,,read,,,,2,0
23148748,Apparizioni straordinarie delle anime del purgatorio,Marcello Stanzione,"Stanzione, Marcello",,"=""8861384218""","=""9788861384217""",3,3.25,Edizioni Segno,Mass Market Paperback,201,2011,,2018/04/11,2017/09/25,,,read,,,,2,0
8270131,Introducing Philosophy Through Pop Culture,Richard Irwin,"Irwin, Richard",David Kyle Johnson,"=""1444334530""","=""9781444334531""",4,3.85,Wley-Blackwell,Paperback,384,2010,2010,2018/07/13,2017/09/09,,,read,,,,1,0
7078856,Trappole mentali: Come difendersi dalle proprie illusioni e dagli inganni altrui,Matteo Motterlini,"Motterlini, Matteo",,"=""8817023833""","=""9788817023832""",4,3.83,Rizzoli,Hardcover,301,2008,2008,2014/03/04,2015/09/09,,,read,,,,1,0
36226309,Trasformazione strutturale della Chiesa come compito e come chance,Karl Rahner,"Rahner, Karl",,"=""""","=""""",2,2.00,Queriniana,Unknown Binding,164,1973,1973,2017/03/01,2017/09/12,,,read,,,,1,0
36303044,La preghiera di guarigione,Matteo La Grua,"Grua, Matteo La",,"=""8879940643""","=""9788879940641""",5,5.00,Herbita,Paperback,0,1987,,2018/05/19,2017/09/25,,,read,,,,2,0
30978706,Bernardetta vi parla. La vita dalle sue parole,René Laurentin,"Laurentin, René",,"=""8821517713""","=""9788821517716""",5,4.56,San Paolo Edizioni,Paperback,,2010,1999,2015/01/01,2016/07/09,,,read,,,,1,0
25031472,Sotto il sole di Satana,Georges Bernanos,"Bernanos, Georges",,"=""882156813X""","=""9788821568138""",5,3.59,San Paolo Edizioni,Hardcover,0,,1926,2014/09/01,2015/02/27,,,read,,,,1,0
36346977,Diario di metafisica,Giuseppe Barzaghi,"Barzaghi, Giuseppe",,"=""8870949257""","=""9788870949254""",4,4.67,ESD,Paperback,0,2016,,2018/07/05,2017/10/03,,,read,,,,2,0
36346942,La filosofia della predicazione,Giuseppe Barzaghi,"Barzaghi, Giuseppe",,"=""8870942031""","=""9788870942033""",4,4.00,ESD,Paperback,86,1995,,2018/01/10,2017/10/03,,,read,,,,1,0
36303055,LA CARITÀ SEGRETA,Massimo Negrelli,"Negrelli, Massimo",,"=""8870948579""","=""9788870948578""",3,3.00,ESD,Paperback,,2014,,2018/06/14,2017/09/25,,,read,,true,,1,0
38313973,L'originario. La culla del mondo,Giuseppe Barzaghi,"Barzaghi, Giuseppe",,"=""8870948900""","=""9788870948905""",5,5.00,ESD,Paperback,0,2015,,2018/01/31,2018/01/31,,,read,,,,1,0
25811,"The Lord of the Rings and Philosophy: One Book to Rule Them All (Popular Culture and Philosophy, 5)",Gregory Bassham,"Bassham, Gregory",Eric Bronson,"=""0812695453""","=""9780812695458""",4,4.27,Open Court,Paperback,240,2003,2003,2018/02/12,2017/11/27,,,read,,,,2,0
28374437,Le glorie di Maria (Lux Vita) (Italian Edition),Alfonso María de Liguori,"Liguori, Alfonso María de",,"=""8898790147""","=""9788898790142""",3,4.62,Nemo Editrice,Kindle Edition,333,2014,1750,2017/09/09,2017/07/28,,,read,,,,1,0
20888292,"Il battesimo del fuoco (La saga di Geralt di Rivia, #5)",Andrzej Sapkowski,"Sapkowski, Andrzej",Raffaella Belletti,"=""8842922242""","=""9788842922247""",3,4.26,Nord,Hardcover,468,2014,1996,2018/04/11,2017/09/25,,,read,,,,1,0
37891162,I tre giorni di buio,Albert J. Hebert,"Hebert, Albert J.",,"=""8872822068""","=""9788872822067""",1,1.00, Edizioni Segno,Paperback,,2008,,,2018/01/09,,,read,,,,1,0
17230974,"Il tempo della guerra (La saga di Geralt di Rivia, #4)",Andrzej Sapkowski,"Sapkowski, Andrzej",Raffaella Belletti,"=""8842921092""","=""9788842921097""",3,4.16,Nord,Hardcover,433,2013,1995,2018/02/21,2017/09/25,,,read,,,,1,0
19243593,Il Sangue degli Elfi,Andrzej Sapkowski,"Sapkowski, Andrzej",Raffaella Belletti,"=""8842920630""","=""9788842920632""",3,4.10,Nord,ebook,400,2012,1994,2018/01/17,2017/12/08,,,read,,,,1,0
24237045,Introduzione alla filosofia della religione,Jean Grondin,"Grondin, Jean",,"=""8839908501""","=""9788839908506""",0,3.57,Queriniana,Paperback,176,,2009,,2017/10/22,,,read,,,,1,0
31754754,Storia della Chiesa. Dalla comunità di Gerusalemmme a papa Francesco,Alberto Torresani,"Torresani, Alberto",,"=""8881553465""","=""9788881553464""",0,4.00,Edizioni Ares,Paperback,772,2006,,,2017/10/22,,,read,,,,1,0
31346596,La lingua latina. Fondamenti di morfologia e sintassi,Luca Graverini,"Graverini, Luca",Marco Fucecchi,"=""8800746160""","=""9788800746168""",1,3.29,Mondadori Education,Kindle Edition,426,2016,,,2017/10/02,,,read,,,,1,0
36346969,Compedio di storia della filosofia,Giuseppe Barzaghi,"Barzaghi, Giuseppe",,"=""8870948854""","=""9788870948851""",5,3.33,Edizioni Studio Domenicano,Paperback,232,2014,,,2018/01/31,,,read,,,,1,0
36346953,Compendio di filosofia sistematica,Giuseppe Barzaghi,"Barzaghi, Giuseppe",,"=""8870946177""","=""9788870946178""",5,5.00,ESD,Paperback,,2006,,,2018/01/31,,,read,,,,1,0
33275166,"Tolkien’s Theology of Beauty: Majesty, Splendor, and Transcendence in Middle-earth",Lisa Coutras,"Coutras, Lisa",,"=""1137553456""","=""9781137553454""",5,4.36,Palgrave Macmillan,Kindle Edition,382,2016,2016,2017/12/17,2017/11/27,,,read,The book is very interesting and it give to the reader a peculiar point of view. I would had prefer a compare with the Fathers and Doctors of the Church like Saint Thomas Aquinas but the author decided to compare Tolkien's thought with Hans von Balthasar's theology.<br/><br/>I suggest to read this book to all the Tolkien's fan,,,2,0
36346963,La somma teologica di San Tommaso d'Aquino in un soffio,Giuseppe Barzaghi,"Barzaghi, Giuseppe",,"=""887094834X""","=""9788870948349""",5,4.00,ESD,Paperback,,2013,,,2018/01/18,,,read,,,,1,0
36303018,Diario di Conchita di Garabandal,Conchita Gonzalez,"Gonzalez, Conchita",,"=""""","=""9788871523675""",3,3.00,Piero Gribaudi,,,1994,,2018/01/09,2017/09/25,,,read,,,,1,0
10782161,"La spada del destino (La saga di Geralt di Rivia, #2)",Andrzej Sapkowski,"Sapkowski, Andrzej",Raffaella Belletti,"=""8842916641""","=""9788842916642""",3,4.27,Nord,Hardcover,438,2011,1992,,2017/09/25,,,read,,,,1,0
9694481,"Il guardiano degli innocenti (La saga di Geralt di Rivia, #1)",Andrzej Sapkowski,"Sapkowski, Andrzej",Raffaella Belletti,"=""8842916595""","=""9788842916598""",3,4.14,Nord,Hardcover,370,2010,1993,,2017/09/25,,,read,,,,1,0
36489469,Opuscoli spirituali,Tommaso d'Aqiuino,"d'Aqiuino, Tommaso",,"=""8870943593""","=""9788870943597""",5,5.00,ESD,Hardcover,352,1999,,2017/12/22,2017/10/27,,,read,,,,1,0
18525343,Filosofia morale,Antonio Da Re,"Re, Antonio Da",,"=""8861592449""","=""9788861592445""",0,3.04,Mondadori Bruno,Paperback,0,,,,2017/10/22,,,read,,,,1,0
36305549,"Santa Veronica Giuliani, vera discepola e apostola di Maria",Fr. Emanuele,"Emanuele, Fr.",,"=""""","=""""",0,0.0,Grafiche Grilli,Paperback,,2011,,,2017/09/25,,,read,,true,,1,0
27802814,The Ghost in the Machine,Arthur Koestler,"Koestler, Arthur",,"=""1939438349""","=""9781939438348""",3,4.03,One 70 Press,Paperback,400,1982,1967,2017/09/09,2017/07/07,,,read,,,,2,0
4941892,Philosophy and the Interpretation of Pop Culture,Willam Irwin,"Irwin, Willam",,"=""074255175X""","=""9780742551756""",4,3.75,Rowman & Littlefield Publishers,Paperback,288,2006,2006,2017/10/27,2017/09/17,,,read,,,,1,0
36266728,La perfezione della vita spirituale,Thomas Aquinas,"Aquinas, Thomas","Alberto Matteoni, Mariano Cordovani","=""""","=""""",5,5.00,Vita Cristiana,Unknown Binding,,1943,,2017/10/27,2017/09/19,,,read,,,,1,0
36345675,"Il fondamento teoretico della sintesi tomista, l'exemplar",Giuseppe Barzaghi,"Barzaghi, Giuseppe",,"=""8870948927""","=""9788870948929""",5,5.00,ESD,Paperback,0,2015,,2017/10/27,2017/10/03,,,read,,,,1,0
12047146,Le lettere,Catherine of Siena,"Siena, Catherine of",,"=""""","=""""",0,4.48,Siena : Giuntini Bentivoglio,Nook,0,,1905,2017/10/14,2017/09/27,,,read,,,,1,0
25536379,L'Evangelo come mi è stato rivelato: L'intera vita di Gesù raccontata da una mistica che ne ha avuto le visioni,Maria Valtorta,"Valtorta, Maria",,"=""""","=""""",5,4.96,,Kindle Edition,,2015,,2015/08/23,2015/07/01,,,read,,,,1,0
7726589,Odissea,Homer,"Homer, Homer","Rosa Calzecchi Onesti, Fausto Codino","=""8806176935""","=""9788806176938""",0,3.82,Einaudi,Paperback,716,2005,-700,,2017/10/04,,,read,,,,1,0
24658,The Prose Edda: Norse Mythology,Snorri Sturluson,"Sturluson, Snorri",Jesse L. Byock,"=""0140447555""","=""9780140447552""",0,4.15,Penguin Books,Paperback,224,2005,1220,,2017/10/04,,,read,,,,1,0
52357,Beowulf,Unknown,"Unknown, Unknown",Seamus Heaney,"=""0393320979""","=""9780393320978""",0,3.50,W.W. Norton & Company,Paperback,259,2001,1000,,2017/10/04,,,read,,,,1,0
10795089,Edda poetica. Il carme di Sigrdrifa,Carla Del Zotto,"Zotto, Carla Del",,"=""8876444068""","=""9788876444067""",0,5.00,Libri Scheiwiller,Perfect Paperback,0,,,,2017/10/04,,,read,,,,1,0
87665,Orthodoxy,G.K. Chesterton,"Chesterton, G.K.",,"=""160096527X""","=""9781600965272""",0,4.19,Waking Lion Press,Paperback,168,2007,1908,,2017/09/27,,,read,,,,1,0
34741078,Natuzza Evolo. Due chiacchiere con MAria (Italian Edition),Giusy Staropoli Calafati,"Calafati, Giusy Staropoli",,"=""8868290294""","=""9788868290290""",0,0.0,Falco Editore,Kindle Edition,66,2013,,,2017/09/27,,,read,,,,1,0
10669368,A Letter Addressed to His Grace the Duke of Norfolk: On Occasion of Mr. Gladstone's Recent Expostulation,John Henry Newman,"Newman, John Henry",,"=""1443711276""","=""9781443711272""",0,4.40,Sufi Pr,Paperback,132,2008,1874,,2017/09/27,,,read,,,,1,0
19268056,"La vita in Palermo cento e più anni fa, Volume 2 (Italian Edition)",Giuseppe Pitrè,"Pitrè, Giuseppe",,"=""""","=""""",3,3.00,,Kindle Edition,305,2011,2011,,2015/07/01,stopped,stopped (#3),stopped,,,,1,0
19103356,"La vita in Palermo cento e più anni fa, Volume 1 (Italian Edition)",Giuseppe Pitrè,"Pitrè, Giuseppe",,"=""""","=""""",3,3.00,,Kindle Edition,265,2011,2011,,2015/07/01,stopped,stopped (#2),stopped,,,,1,0
36313963,"La regola di Agostino d'Ippona, Introduzione Traduzione Commento",Tarsicius van Bavel,"Bavel, Tarsicius van",,"=""""","=""""",0,0.0,,Unknown Binding,,1986,,,2017/09/27,,,read,,true,,1,0
16082191,Bernadette non ci ha ingannati,Vittorio Messori,"Messori, Vittorio",,"=""8804623012""","=""9788804623014""",5,4.13,Mondadori,Hardcover,300,2012,2012,2017/07/17,2016/07/09,,,read,,true,,1,0
714637,The Concept of Mind,Gilbert Ryle,"Ryle, Gilbert",Daniel Dennett,"=""0141182172""","=""9780141182179""",4,3.93,Penguin Classic,Paperback,316,2000,1949,2017/08/16,2017/07/07,,,read,,,,1,0
10196741,Don Chisciotte,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes",Bartolomeo Gamba,"=""""","=""""",3,3.91,Francesco Libri,Kindle Edition,935,2010,1615,,2017/06/17,stopped,stopped (#1),stopped,,,,0,0
13080542,Alla ricerca del volto di Dio: la nascita del pensiero cristiano,Robert L. Wilken,"Wilken, Robert L.",Stefano Galli,"=""8834310748""","=""9788834310748""",5,4.29,Vita e pensiero,Hardcover,303,2006,2003,2017/06/09,2017/01/22,,,read,,,,1,0
25708,Saint Thomas Aquinas,G.K. Chesterton,"Chesterton, G.K.",Anton C. Pegis,"=""0385090021""","=""9780385090025""",5,4.10,Image,Paperback,167,1974,1933,2017/06/03,2016/12/19,,,read,,,,1,0
34774467,L'arte di studiare / Ars studendi,Lucio Coco,"Coco, Lucio",,"=""8821575500""","=""9788821575501""",4,3.50,San Paolo,Hardcover,74,2012,,2017/04/08,2017/04/03,,,read,,,,1,0
26223140,Una meditazione al giorno sulla passione di Gesù,Louis Chardon,"Chardon, Louis",,"=""8870945286""","=""9788870945287""",0,0.0,ESD,Paperback,0,2013,2013,,2015/09/03,,,read,,,,1,0
23602181,Corpus Christi. La Santa Comunione e il rinnovamento della Chiesa,Athanasius Schneider,"Schneider, Athanasius",,"=""8820991136""","=""9788820991135""",5,4.57,Libreria Editrice Vaticana,Paperback,97,2014,2014,2014/01/01,2015/09/02,,,read,,,,1,0
33397976,Natale. Il mito diventa realtà,Christoph Schönborn,"Schönborn, Christoph",,"=""8870946665""","=""9788870946666""",2,2.00,ESD,Paperback,0,2007,,2016/12/19,2016/12/16,,,read,,,,1,0
17877805,Antologia,J.R.R. Tolkien,"Tolkien, J.R.R.",Amina Pandolfi,"=""8845290484""","=""9788845290480""",3,3.72,Bompiani,Paperback,425,2002,1995,2016/12/16,2015/02/23,,,read,"I still prefer read the released books of Tolkien's mythology. This book is ok, it present a mix of variant of the history of middle-earth, basically the first ideas that J.R.R. T. had in his mind.",,,1,0
9707838,La Leggenda di Sigurd e Gudrún,J.R.R. Tolkien,"Tolkien, J.R.R.","Christopher Tolkien, Riccardo Valla, Gianfranco de Turris","=""8845263436""","=""9788845263439""",2,3.87,Bompiani,Hardcover,436,2009,2009,2016/12/06,2016/11/22,,,read,,,,1,0
9678559,Sir Gawain e il Cavaliere Verde. Perla e Sir Orfeo,Unknown,"Unknown, Unknown","J.R.R. Tolkien, Sebastiano Fusco, Christopher Tolkien, Franco Cardini","=""882722050X""","=""9788827220504""",4,3.98,Edizioni Mediterranee,Paperback,188,2009,1975,2016/11/02,2016/10/12,,,read,,,,1,0
29083907,Santa Rosa da Lima,Rulla Alvaro,"Alvaro, Rulla",,"=""""","=""""",3,3.00,Paoline,Unknown Binding,,1967,,,2016/02/12,,,read,,,,1,0
30520138,John Henry Newman. Il primato della coscienza,Piero Lazzarin,"Lazzarin, Piero",,"=""8825026528""","=""9788825026528""",5,5.00,EMP ,Perfect Paperback,0,2010,,,2016/06/11,,,read,,,,1,0
30520133,John Henry Newman. La ragionevolezza della fede,Lina Callegari,"Callegari, Lina",,"=""888155514X""","=""9788881555147""",5,4.50,Ares,Paperback,0,2010,,,2016/06/11,,,read,,,,1,0
31939915,la Madonna in Lutero,Brunero Gherardini,"Gherardini, Brunero",,"=""""","=""""",5,5.00,,Unknown Binding,,1967,,2016/09/24,2016/09/10,,,read,,,,1,0
1076395,Early Dominicans: Selected Writings (Classics of Western Spirituality),Simon Tugwell,"Tugwell, Simon",,"=""0809124149""","=""9780809124145""",5,4.00,Paulist Press,Paperback,508,1982,1982,2016/08/20,2016/08/12,,,read,,,,1,0
24883506,La battaglia di Lepanto,Jack Beeching,"Beeching, Jack",,"=""8858758706""","=""9788858758700""",5,4.36,Bompiani,Kindle Edition,287,2013,1982,2015/10/30,2015/10/24,,,read,,,,1,0
10340225,Il punto focale del cristianesimo. Che cosa significa essere cristiani?,Timothy Radcliffe,"Radcliffe, Timothy",M. Rimoldi,"=""8821560635""","=""9788821560637""",2,4.05,San Paolo Edizioni,Paperback,341,2008,2005,2016/07/29,2016/07/29,,,read,,,,1,0
30750134,Apologia pro vita sua,John Henry Newman,"Newman, John Henry",,"=""883152223X""","=""9788831522236""",5,4.10,Paoline Editoriale Libri,Hardcover,0,2015,1864,2016/07/29,2016/06/25,,,read,,,,1,0
30750156,Giordano Ansalone e i martiri giapponesi del 1633-1637,Carlo Longo,"Longo, Carlo",,"=""""","=""""",4,4.00,,Unbound,,1980,,,2016/06/25,,,read,,,,1,0
29925465,Il veggente. Il segreto delle Tre Fontane,Saverio Gaeta,"Gaeta, Saverio",,"=""8869184862""","=""9788869184864""",5,4.50,Salani ,Paperback,233,2016,2016,2016/02/14,2016/04/16,,,read,,,,1,0
30311871,Il mio Cristo rotto cammina sulle acque,Catalina Rivas,"Rivas, Catalina",,"=""8897420427""","=""9788897420422""",4,4.00,Ancilla,Paperback,0,2014,,2016/05/26,2016/05/29,,,read,,,,1,0
30311846,In adorazione. Testimonianza di Catalina Rivas,Catalina Rivas,"Rivas, Catalina",,"=""8897420249""","=""9788897420248""",5,4.60,Ancilla,Paperback,0,,,2016/05/28,2016/05/29,,,read,,,,1,0
23005326,Paolo VI segreto,Jean Guitton,"Guitton, Jean",,"=""8821546624""","=""9788821546624""",4,4.00,San Paolo Edizioni,Paperback,0,2002,2002,2016/05/23,2016/05/29,,,read,,,,1,0
30059825,Santa Caterina da Siena. Legenda maior,Raimondo da Capua,"Capua, Raimondo da",,"=""8882720624""","=""9788882720629""",5,4.75,Cantagalli,Paperback,,2005,,2016/05/11,2016/04/29,,,read,,,,1,0
29981355,La verità sulle apparizioni di Garabandal,Francisco Sánchez,"Sánchez, Francisco",Pasquale Ventura,"=""8861382673""","=""9788861382671""",2,2.50,Segno,Paperback,0,2010,,2016/05/01,2016/04/22,,,read,,,,1,0
29759290,Omelie sull'Eucarestia,Carlo (San) Borromeo,"Borromeo, Carlo (San)",,"=""8831527916""","=""9788831527910""",4,4.00,Paoline Editoriale Libri,Paperback,0,2005,,2016/04/26,2016/04/01,,,read,,,,1,0
15548857,San Domenico visto dai suoi contemporanei: I più antichi documenti relativi al Santo e alle origini dell'Ordine Domenicano,Pietro Lippini,"Lippini, Pietro",,"=""8870942732""","=""9788870942736""",4,4.00,ESD-Edizioni Studio Domenicano,Paperback,565,1998,,,2016/04/29,,,read,,,,1,0
23005318,Indagine su Maria: Le rivelazioni dei mistici sulla vita della Madonna,René Laurentin,"Laurentin, René",François-Michel Debroise,"=""8804615885""","=""9788804615880""",4,4.25,Mondadori ,Hardcover,245,2012,2012,2016/04/26,2016/04/22,,,read,,,,1,0
23304729,Santi pagani nella Terra di Mezzo di Tolkien,Claudio Antonio Testi,"Testi, Claudio Antonio",,"=""8870948811""","=""9788870948813""",3,4.09,ESD - Edizioni Studio Domenicano,Paperback,224,2014,2014,,2016/04/01,,,read,,,,1,0
29759317,La medaglia miracolosa - Il segno della Misericordia a Rue du Bac,Jean Guitton,"Guitton, Jean",,"=""8821595722""","=""9788821595721""",4,4.00,San Paolo Edizioni,Paperback,153,2015,,2016/03/29,2016/04/02,,,read,,,,1,0
29759764,Storia del santuario di pompei,Bartolo Longo,"Longo, Bartolo",,"=""""","=""""",4,4.00,,Unknown Binding,,,,2016/04/08,2016/04/02,,,read,,,,1,0
